BANC,FAFB,MCNS
720575941494597758,720575940611199698,82562
720575941479077738,720575940614623455,156733
720575941598243776,720575940622559882,168653
720575941498702971,720575940616673366,19285
720575941486706896,720575940605706686,231544
720575941452009338,720575940628675151,47027
720575941477242929,720575940640714192,202892
720575941566646375,720575940625923527,25411
720575941609764781,720575940645179592,27052
720575941441815899,720575940630662737,325080
720575941563349906,720575940638357813,84031
720575941439800287,720575940621715550,230378
720575941433311502,720575940632246546,92760
720575941457181766,720575940644994436,54324
720575941480021472,720575940635694015,518104
720575941509014401,720575940623043939,517674
720575941574515126,720575940627206140,28260
720575941508471824,720575940645556334,516930
720575941531609061,720575940617771521,103832
720575941565174167,720575940629366332,118234
720575941625295259,720575940622785062,18015
720575941612757165,720575940630925330,403791
720575941689370264,720575940616287645,516564
720575941537092840,720575940631619384,55094
720575941519617646,720575940609365828,14309
720575941494960254,720575940627210568,40447
720575941702256090,720575940613868511,55985
720575941477468980,720575940632004549,49326
720575941412975471,720575940618467485,940825
720575941680537789,720575940638888819,72145
720575941473849952,720575940620320193,166331476
720575941448154132,720575940631698340,22607
720575941452429690,720575940609082180,16885
720575941680255933,720575940610261346,572394633
720575941507077399,720575940627313180,21662
720575941410505583,720575940606352050,142491
720575941558380815,720575940625876099,33797
720575941595489750,720575940625492152,192419
720575941702824666,720575940617982800,65712
720575941498736034,720575940603374624,111439
720575941560946791,720575940632880173,516218
720575941604006134,720575940636574527,13037
720575941564707328,720575940631796803,22671
720575941504235095,720575940644591668,543849
720575941392954884,720575940640536408,12854
720575941557372708,720575940624049338,147908
720575941511378130,720575940624713660,83783
720575941503947863,720575940623090412,308517
720575941466906134,720575940634126949,17414
720575941595592325,720575940632010567,88655
720575941617613269,720575940615067688,39861
720575941556498660,720575940608683477,521152
720575941575324061,720575940623983504,500083
720575941533800170,720575940631130655,104825
720575941460661188,720575940605188542,53097
720575941657270808,720575940616423366,107361
720575941504221746,720575940640238032,539142
720575941416261916,720575940616071563,31246
720575941499893154,720575940614501672,530448
720575941470236023,720575940631968599,14152
720575941440787803,720575940621741094,28394
720575941559125007,720575940621051501,407325
720575941413955729,720575940617063325,435333
720575941485303693,720575940622510323,455924920
720575941598800576,720575940636997744,520895
720575941411616683,720575940628966912,513717
720575941408604078,720575940621957381,57992
720575941586218374,720575940637555288,18668
720575941723443770,720575940623988971,85753
720575941511236306,720575940630105687,542228
720575941488344528,720575940623212170,54845
720575941632007611,720575940613315301,65084
720575941532854501,720575940627855620,53581
720575941553699994,720575940617091302,158196
720575941437085759,720575940626131528,90987
720575941474552372,720575940637013349,34683
720575941431868408,720575940623199880,37910
720575941579212121,720575940612243313,500269
720575941545167721,720575940600124169,104365
720575941553366555,720575940619090548,17303
720575941615448473,720575940610435441,102258
720575941483553478,720575940648646532,10750
720575941517239724,720575940626801551,94516
720575941505707173,720575940607926229,516668
720575941668053681,720575940620181486,85850
720575941503410007,720575940614310050,17241
720575941470950464,720575940634181984,523980024
720575941555461377,720575940621181066,12393
720575941653931225,720575940635537271,67378
720575941688161142,720575940629644375,938975
720575941626744793,720575940630654539,939616
720575941479488224,720575940626427529,524016
720575941477411614,720575940629351161,90902
720575941480684674,720575940645240116,84698
720575941633108155,720575940617037510,91828
720575941508437598,720575940621776410,112824
720575941658886736,720575940622148490,229545
720575941437536556,720575940618266459,527408
720575941547852680,720575940611758834,84999
720575941531329483,720575940611002737,66564
720575941498055291,720575940634607511,76676
720575941451001466,720575940639047514,20145
720575941491808743,720575940629607276,531984
720575941578629465,720575940639139187,21478
720575941667611057,720575940639161472,130667
720575941485332742,720575940614740655,350714
720575941474311264,720575940627126889,119210
720575941598627776,720575940631217782,246478
720575941497788322,720575940636551086,180905
720575941550210621,720575940615184863,18387
720575941497822075,720575940621201092,58394
720575941556379108,720575940629304702,11737
720575941435510414,720575940616404820,55305
720575941687240460,720575940614919709,238902
720575941459023430,720575940620953254,65469
720575941529446347,720575940628840574,55743
720575941472070720,720575940631990359,17804
720575941491196878,720575940630435525,15911
720575941523364683,720575940640850317,511754
720575941502721003,720575940637431613,200512
720575941537417341,720575940622155290,59703
720575941430255864,720575940623001736,545702226
720575941565554439,720575940620766497,86732
720575941508506914,720575940626860487,215871
720575941560266478,720575940613374879,197172
720575941556439524,720575940627090521,425802
720575941654502361,720575940627978782,76869
720575941474379067,720575940627043197,64986
720575941547071849,720575940615451042,394595
720575941533492355,720575940631289135,19661
720575941586670814,720575940627735422,533162
720575941481583811,720575940613034602,24829
720575941517968300,720575940635527322,70482
720575941553097243,720575940635696535,43867
720575941614372115,720575940627836354,21877
720575941498513787,720575940611982997,666801768
720575941440457045,720575940623143060,62238
720575941566388790,720575940627552125,519267
720575941612233830,720575940619661888,31712
720575941563716096,720575940645303918,195397
720575941411649963,720575940618833624,12225
720575941564842903,720575940614066483,58971
720575941536149770,720575940605597385,18484
720575941598831260,720575940618173787,317223538
720575941662983224,720575940618550699,71633
720575941546397033,720575940627707753,38188
720575941565178471,720575940608067029,71311
720575941625455771,720575940640130432,932780
720575941402440995,720575940617219933,553895
720575941592759915,720575940624574100,25354
720575941414086292,720575940630607756,237046948
720575941548122173,720575940625161008,26520
720575941462748560,720575940616481397,512186
720575941523188043,720575940626093553,908793
720575941629414438,720575940620171796,76217
720575941439787983,720575940630625593,61102
720575941440534613,720575940637291197,23405
720575941554589185,720575940625201241,79417
720575941500196747,720575940625886360,29348
720575941564493831,720575940640002071,24427
720575941536620314,720575940607718101,54492
720575941563670882,720575940628874395,531241
720575941574902685,720575940625823280,15236
720575941603313849,720575940625871949,522745
720575941598950556,720575940619757366,11475
720575941540365005,720575940635690391,20140
720575941447594004,720575940654008737,524133
720575941472190987,720575940614927989,25108
720575941472958093,720575940637844157,213211
720575941578850385,720575940645603095,51397
720575941392918788,720575940626140164,19880
720575941470826251,720575940625938831,62240
720575941477257281,720575940619465904,545375
720575941413485201,720575940629952374,94310
720575941633291936,720575940623585208,519930
720575941461664452,720575940626702159,108941
720575941553098267,720575940624537836,95167
720575941510571536,720575940625491556,1033806156
720575941723362106,720575940628238023,514053
720575941569036282,720575940637583216,108900
720575941503828715,720575940639442595,475469
720575941593430486,720575940632803223,61398
720575941456888813,720575940611516586,127773554
720575941688129775,720575940626572802,11253
720575941503923543,720575940624911548,16058
720575941655161561,720575940624996298,20393
720575941503879147,720575940624106948,500091
720575941535485528,720575940624889323,17249
720575941508575361,720575940625358157,438727
720575941483182790,720575940625595696,15570
720575941507068229,720575940615512130,42549
720575941565431047,720575940634065087,18358
720575941412731028,720575940630502162,21962
720575941611673702,720575940629407020,19984
720575941448048404,720575940611201998,536469
720575941590223358,720575940616851286,120303
720575941588582468,720575940622209574,129576
720575941450197853,720575940618738853,297455
720575941561291565,720575940610580377,79522
720575941633736123,720575940616055858,23602
720575941593660267,720575940614611142,151629
720575941627083577,720575940620571953,10969
720575941460712592,720575940624485828,56320
720575941436676140,720575940630786242,38269
720575941629983526,720575940622970515,521987
720575941546501300,720575940634441102,51682
720575941566308406,720575940640660029,17071
720575941643606866,720575940633411155,50811
720575941477559604,720575940611504869,259299
720575941568806770,720575940620382400,49983
720575941512359500,720575940620225313,142761
720575941450777934,720575940619898197,44949
720575941474247722,720575940624434616,119570
720575941544677637,720575940626961694,26602
720575941518818220,720575940617089241,1051062549
720575941515485443,720575940626270236,251085475
720575941474129760,720575940628204008,166304
720575941483384774,720575940609825033,516953
720575941593323813,720575940634877620,35166
720575941595605029,720575940610309034,43730
720575941535162712,720575940633123539,523644
720575941524781643,720575940627502338,10003
720575941560788851,720575940618606040,12458
720575941687968374,720575940635280495,34684
720575941559350766,720575940627209990,103364
720575941645177720,720575940622880525,804351
720575941552229887,720575940622779076,268363
720575941512634444,720575940627197190,49539
720575941491300041,720575940625737971,22420
720575941625452699,720575940620715789,215151
720575941549997629,720575940626676869,298089
720575941479079075,720575940616968059,56398
720575941604008694,720575940617720221,205314
720575941551740478,720575940637881432,13973
720575941564810496,720575940616739485,140742
720575941566927610,720575940627588218,107860
720575941481564495,720575940631684321,514929
720575941566123415,720575940618615381,169455
720575941435842348,720575940632607127,27747
720575941526379341,720575940614909579,81233
720575941523574347,720575940628160617,148451
720575941435451790,720575940621449804,20631
720575941450039477,720575940615378399,33829
720575941489459943,720575940613710061,52456
720575941595840113,720575940635185315,150621
720575941554501459,720575940641285877,321015
720575941527078681,720575940626953049,43697
720575941553210395,720575940607685700,525031
720575941494330750,720575940613608089,97985
720575941517220780,720575940621334989,50963
720575941515885315,720575940603201452,14543
720575941554766490,720575940640614363,63730
720575941352263984,720575940609010524,31161
720575941538221288,720575940610610841,11676
720575941671052455,720575940623890890,74368
720575941491473356,720575940621731475,62962
720575941448968029,720575940618519454,248583
720575941592622632,720575940634433887,88321
720575941538288533,720575940605431840,236035
720575941428274313,720575940614413685,228438
720575941573499464,720575940615637334,41746
720575941441905755,720575940611015958,22733
720575941526621517,720575940626362696,81700
720575941496292807,720575940635022527,535316
720575941595109334,720575940607401138,16936
720575941657915672,720575940627166632,39656
720575941655240153,720575940621268830,10624
720575941467776278,720575940617561669,10461
720575941479434720,720575940621767306,22190
720575941462876560,720575940620695243,23238
720575941574040329,720575940634756203,517881
720575941473184315,720575940622588165,91190
720575941596879516,720575940621916952,22603
720575941540434045,720575940626322746,33035
720575941548428916,720575940628245607,28387
720575941415744796,720575940630210682,189107
720575941531535333,720575940628783363,12859
720575941534264810,720575940619067374,29537
720575941652078577,720575940618003515,21234
720575941505412517,720575940619083349,918248
720575941471703819,720575940636927374,25491
720575941645422536,720575940631239076,525229
720575941608026733,720575940616965460,67556
720575941474646577,720575940634209376,154400
720575941481013923,720575940617975675,46584
720575941447461908,720575940633119149,35505
720575941632998853,720575940634761208,238209
720575941535087704,720575940609282825,10456
720575941555661139,720575940609499086,14604
720575941520393651,720575940626741013,92735
720575941691167640,720575940622309726,10898
720575941401648419,720575940623189739,205095020
720575941528189350,720575940626829992,520926
720575941663657084,720575940614973708,16866
720575941526649602,720575940631015255,32018
720575941517144292,720575940620024560,635198882
720575941429258671,720575940624081852,107583
720575941498978210,720575940619953391,127314
720575941551556967,720575940632302161,146756
720575941689238491,720575940628425475,50280
720575941533834162,720575940616738683,512536
720575941454716979,720575940616558405,103183
720575941474152544,720575940653183905,27371
720575941611028909,720575940628828688,975394666
720575941439711835,720575940633400986,149488
720575941689462747,720575940624999114,102929
720575941548166177,720575940632155207,542058
720575941542474269,720575940622690824,97083
720575941539335257,720575940629512966,289631
720575941541529436,720575940609843349,170865
720575941538877133,720575940625431122,105789
720575941485709776,720575940622409991,96161
720575941470772491,720575940618628443,148852
720575941579796561,720575940620715224,10826
720575941681144509,720575940629125996,21248
720575941578853877,720575940627357713,919429
720575941604137662,720575940615230175,273974394
720575941429537967,720575940631614924,66155
720575941652515825,720575940629856515,209656
720575941563219858,720575940610241860,407819
720575941523093495,720575940639096125,164099
720575941409350315,720575940623725385,138217
720575941614803865,720575940623071270,298517
720575941586736606,720575940635271086,25972
720575941550561341,720575940635210603,11632
720575941452943273,720575940625503321,25555
720575941450867271,720575940612305250,59511
720575941524301055,720575940626477839,108838
720575941597762752,720575940626494089,512329
720575941620062335,720575940611554034,26722
720575941671543463,720575940614944977,532655
720575941461560720,720575940624820861,171693
720575941564152722,720575940622674504,953893
720575941478044778,720575940636284762,169769
720575941531873227,720575940632698413,161755
720575941461498323,720575940630530635,22008
720575941613674716,720575940611035866,72051
720575941661385784,720575940626551707,34432
720575941434810510,720575940641921421,529072
720575941516069625,720575940616824965,111207
720575941527273316,720575940622447309,56630
720575941554139905,720575940633832628,144315
720575941459286598,720575940648290937,33476
720575941645268897,720575940622517530,339258
720575941595689765,720575940623147959,386909
720575941513865425,720575940620030384,214857
720575941476129585,720575940613681458,151224
720575941477274654,720575940617251545,102607
720575941527991462,720575940610617668,37313
720575941595156613,720575940623660740,74864
720575941632059372,720575940622008560,13030
720575941416673308,720575940624226707,38846
720575941630562018,720575940639908467,50229
720575941534372530,720575940641836232,122460
720575941391966212,720575940629837628,289180
720575941481142351,720575940621360264,126699
720575941411252907,720575940622903560,53198
720575941535535553,720575940615425314,71444
720575941546101081,720575940621461441,500057
720575941543357957,720575940637461389,209236
720575941590164478,720575940607416587,60330
720575941503053399,720575940608480836,24933
720575941459018480,720575940633410923,24525
720575941505509029,720575940612066600,49719
720575941671926183,720575940625136228,327161
720575941431112289,720575940630196588,925890
720575941573655561,720575940626426823,120187
720575941577866577,720575940626670620,69448
720575941585643142,720575940636487902,99603
720575941439305679,720575940617225565,13316
720575941476520222,720575940623931918,514897
720575941503889751,720575940637165987,26534
720575941513508049,720575940612207473,555144
720575941628903462,720575940627327938,520134
720575941544221538,720575940625336043,131772
720575941529653944,720575940626318878,197814
720575941450924366,720575940623013355,222240
720575941519494254,720575940639427416,105395
720575941626653834,720575940614259679,63772
720575941451023482,720575940625716357,35469
720575941436095788,720575940618440943,29310
720575941686930038,720575940640753104,149903
720575941645220728,720575940634523255,17645
720575941448056669,720575940618401605,164157
720575941504723906,720575940641229520,513968
720575941437971541,720575940621909739,27254
720575941430811384,720575940631687844,32196
720575941535084120,720575940631769845,145088940
720575941516698127,720575940613191591,436612
720575941464978710,720575940624124956,154348
720575941552643841,720575940617662438,78157
720575941545840217,720575940613609881,187630
720575941564283746,720575940623057642,184586
720575941565754722,720575940631468258,110756
720575941474079328,720575940621658971,20040
720575941554257380,720575940614574061,78626
720575941536879808,720575940623914851,129666
720575941431263919,720575940611736872,45802
720575941576536680,720575940623326443,18836
720575941652987889,720575940614434046,58999
720575941633550752,720575940619973211,925474
720575941566826066,720575940621143405,193907
720575941563655336,720575940623133223,909498
720575941558878479,720575940627776506,29208
720575941515808003,720575940603911340,216121
720575941652493524,720575940641781133,22474
720575941538975637,720575940614792554,60784
720575941528580811,720575940617816661,150027
720575941554285339,720575940611240627,206644
720575941538212082,720575940621614246,56639
720575941509704208,720575940625988751,35062
720575941506363452,720575940632473106,519901
720575941575098120,720575940613053146,19265
720575941585794694,720575940626142757,174962
720575941411405995,720575940622197313,23566
720575941524126978,720575940610453162,535347
720575941583888991,720575940623324087,148748
720575941507986782,720575940622115425,57338
720575941432201057,720575940613158142,178721
720575941541873756,720575940637041118,76490
720575941459391302,720575940637335694,56392
720575941612201062,720575940625811096,58482
720575941555612132,720575940621164720,142538
720575941590077438,720575940616169010,13313
720575941640794399,720575940617787293,13336
720575941452597626,720575940639467829,169131
720575941578687833,720575940629583914,77869
720575941481093027,720575940611738035,526311
720575941430250377,720575940606900354,12982
720575941477558580,720575940625367102,514543
720575941601022710,720575940646554659,44529
720575941515637338,720575940608483164,270708
720575941478736770,720575940642025357,106067
720575941529431992,720575940610175218,123648
720575941586238598,720575940615055144,41125
720575941393999900,720575940652738806,198956
720575941525998758,720575940646792739,151451
720575941575993448,720575940628394322,70663
720575941558031887,720575940625114877,103791775
720575941659568464,720575940633293794,265556305
720575941498998395,720575940613793170,30228
720575941439856095,720575940612526834,105454
720575941466509910,720575940629220828,30738
720575941669975975,720575940635398255,15112
720575941471377015,720575940624291149,532421
720575941670005425,720575940618574983,244397
720575941540498813,720575940605797222,27353
720575941703810522,720575940615620002,10537
720575941669398193,720575940623136717,10463
720575941610209453,720575940612620269,48276
720575941508141406,720575940618795911,102317176
720575941596573829,720575940604147633,71858
720575941519556568,720575940604330854,15874
720575941514326860,720575940620465172,37783
720575941548363656,720575940625616521,96267
720575941551774526,720575940616026939,11410
720575941615836629,720575940630996754,126078
720575941466637846,720575940622146698,226587
720575941687623948,720575940617815687,249842
720575941470861120,720575940631271235,55576
720575941659225168,720575940623748615,435343
720575941594682070,720575940623840589,928855
720575941436721440,720575940609486690,101279
720575941412617105,720575940640993525,133496
720575941410113451,720575940626279486,44319
720575941596727452,720575940631023980,108562
720575941476823092,720575940616784214,51250
720575941574016157,720575940650495609,101340
720575941487688144,720575940636408165,38229
720575941433253902,720575940635515744,13244
720575941571456328,720575940646088068,12113
720575941604703422,720575940621449933,103917697
720575941557275684,720575940620490093,72354
720575941533818712,720575940634954009,90763
720575941416297244,720575940645869188,28190
720575941441454271,720575940616121147,23617
720575941562404008,720575940615108714,32680
720575941427817300,720575940634771892,258421
720575941625465482,720575940635837797,518772
720575941536276673,720575940622931091,520440
720575941448448181,720575940628228251,50548
720575941586289118,720575940625025255,94434
720575941633116869,720575940610116757,31257
720575941452395898,720575940632045839,14409
720575941634167483,720575940611160952,922369
720575941668858535,720575940608903122,33627
720575941643436882,720575940615795359,26528
720575941563601462,720575940634893419,556502
720575941433116046,720575940627414887,22462
720575941430035119,720575940621762567,285743
720575941545498292,720575940612432021,97448
720575941497035643,720575940615360657,109328
720575941489638094,720575940630058752,14246
720575941535115096,720575940626257930,103428
720575941652874513,720575940622812799,42426
720575941494206846,720575940627085578,228917
720575941440583253,720575940618259269,532643
720575941531101925,720575940648418425,31563
720575941506142021,720575940635886057,176438
720575941465672214,720575940629008439,27882
720575941440862811,720575940623935588,31132
720575941552313883,720575940621398348,38245
720575941666267379,720575940649571961,131408
720575941498300795,720575940608971218,243283
720575941462885008,720575940624840679,27968
720575941536286400,720575940619599921,154850
720575941626032074,720575940625887207,13034
720575941690884827,720575940624955367,524975
720575941613478675,720575940613664874,32864
720575941534995994,720575940624433027,60056
720575941430163887,720575940627209734,71357
720575941523217143,720575940624604560,786482749
720575941587018462,720575940611372714,494162309
720575941600594729,720575940629046377,19122
720575941506427461,720575940609903602,83289
720575941593124203,720575940623230733,529269
720575941475712571,720575940623105719,101761
720575941511470034,720575940621568767,514377
720575941491055820,720575940630671734,35630
720575941547452084,720575940625747812,11298
720575941435952416,720575940616613009,75415
720575941502274187,720575940639278781,529498
