BANC,FAFB,MCNS
720575941507332165,720575940626111761,165676
720575941482046138,720575940630544348,36382
720575941658735128,720575940634483704,339258
720575941550034493,720575940659996033,215878
720575941507439383,720575940609479689,15651
720575941549997629,720575940630765253,298089
720575941645373857,720575940632002017,463048
720575941453537449,720575940623509256,316132
720575941453630633,720575940623703956,38484
720575941549136756,720575940614184671,927197
720575941507607109,720575940604706592,61687
720575941547633844,720575940631082124,919429
720575941481350991,720575940633983639,921227
720575941508359262,720575940629955446,63942
720575941457047021,720575940635697765,128375
720575941632460192,720575940654083233,135790
720575941508437633,720575940617903643,105365
720575941508451422,720575940620936030,87397
720575941544984325,720575940624956860,53258
720575941459004400,720575940608158300,76488
720575941633324448,720575940654970529,526125
720575941542853980,720575940644758638,143425
720575941542533405,720575940623171847,61126
720575941510109968,720575940636278379,172837
720575941540849101,720575940611844886,215871
720575941460724420,720575940638936629,136581
720575941461005523,720575940613666666,18147
720575941539488405,720575940630615850,22784
720575941539230962,720575940616841729,112294
720575941461644243,720575940645750324,33910
720575941461604819,720575940616470417,182290
720575941461816531,720575940621321748,263024
720575941461750468,720575940615425314,57722
720575941537758184,720575940620197759,31903
720575941537715688,720575940625671426,193139
720575941480434851,720575940626779398,130806
720575941536768282,720575940625520412,424050443
720575941536697832,720575940617390149,389641
720575941536427969,720575940627412994,158657
720575941465822038,720575940620356468,195369
720575941535222706,720575940632117711,69261
720575941535088306,720575940622810119,53244
720575941467865878,720575940631837507,513713
720575941534373464,720575940638664576,126398
720575941534099393,720575940624983531,59070
720575941668047603,720575940616438085,137438
720575941532974723,720575940619155403,183009
720575941513999825,720575940629142171,54568
720575941470536142,720575940617654818,249842
720575941532620005,720575940624859834,193203
720575941470976064,720575940629232492,178532
720575941471531328,720575940616018326,34058
720575941643564882,720575940615659381,166688
720575941527135309,720575940626918174,518075
720575941527115853,720575940624166680,48312
720575941526996045,720575940630425285,156608300
720575941526835556,720575940638770595,37932
720575941478055274,720575940639409627,17048
720575941526379341,720575940620686761,81233
720575941475042602,720575940626011576,138232
720575941474981435,720575940612443944,164454
720575941477771033,720575940622091340,919213
720575941515901177,720575940637478077,127917
720575941521153715,720575940606619081,46071
720575941645230200,720575940610397845,534785
720575941520689079,720575940637455593,125369
720575941477585950,720575940628939087,183106
720575941519344750,720575940631013203,580395
720575941723424826,720575940623435701,17748
720575941607618925,720575940622027527,52702
720575941565554439,720575940617091596,86732
720575941493997182,720575940628066519,169090
720575941408393007,720575940625368578,237978
720575941526177380,720575940639246662,32020
720575941490939852,720575940622585224,160450
720575941610207050,720575940616793669,593224
720575941610212682,720575940612955107,969739619
720575941611967974,720575940618612253,20613
720575941612019814,720575940630607756,207348
720575941610128813,720575940635696535,105128
720575941612041446,720575940642266509,10357
720575941612044518,720575940628577897,11814
720575941612052653,720575940621326874,164269
720575941612058982,720575940633996883,12085
720575941609920745,720575940631378892,54488
720575941610370793,720575940638960547,110282
720575941610421734,720575940634098356,31728
720575941610448742,720575940629592571,48606
720575941610237514,720575940616017676,390191
720575941609944394,720575940617865280,43876
720575941609790697,720575940618214360,44448
720575941731655979,720575940623498876,351504
720575941731672619,720575940639442595,475469
720575941731698731,720575940628826172,408508
720575941731702059,720575940627154063,512829
720575941731708971,720575940609713250,457710
720575941609795817,720575940619438539,119876
720575941609866726,720575940625544069,36160
720575941609886950,720575940637671342,15366
720575941609891757,720575940622812808,82895
720575941731789611,720575940628920987,159261
720575941731817515,720575940605355966,74157
720575941731824683,720575940629766649,26885
720575941609129290,720575940612994929,21899
720575941609669706,720575940619252718,37178
720575941609692077,720575940622331882,555967
720575941731304235,720575940623925774,111903
720575941390285462,720575940625550398,36631
720575941390400260,720575940622318085,10381
720575941390510486,720575940641251792,64770
720575941390623382,720575940644166048,10059
720575941371748949,720575940624005572,151871
720575941609705449,720575940622982588,112676
720575941609723750,720575940622081516,100809
720575941609731245,720575940619259456,59514
720575941609737449,720575940606952028,60217
720575941609747430,720575940628993871,535963
720575941609648617,720575940635722597,44638
720575941609655017,720575940608496196,22274
720575941609316170,720575940638835800,43094
720575941612070876,720575940610773090,256844
720575941609437613,720575940634813536,10156
720575941609447145,720575940616708108,35558
720575941609448937,720575940629531139,80145
720575941609505354,720575940630700348,25893
720575941391170052,720575940623149607,45508
720575941391186436,720575940616596308,48229
720575941391216022,720575940637104710,89255
720575941730749739,720575940624856762,26112
720575941730758443,720575940628211081,46544
720575941731006251,720575940633291418,58718
720575941731024171,720575940632603873,27744
720575941731270955,720575940621501609,300535
720575941609539146,720575940617068066,159956
720575941608514122,720575940639473909,26739
720575941608816202,720575940637970665,72032
720575941609022794,720575940640421710,523846
720575941609181514,720575940615252642,65767
720575941609235302,720575940625047815,24043
720575941609245417,720575940631230508,62499
720575941609291082,720575940623676600,31162
720575941609302249,720575940632125410,61148
720575941391387030,720575940626522696,536972
720575941391420164,720575940611926186,102318
720575941391464196,720575940607152085,41881
720575941391522198,720575940615488629,26111
720575941391589380,720575940623793741,251420
720575941390795012,720575940623435239,104321
720575941390885636,720575940618177739,148830
720575941391084804,720575940627623467,44360
720575941491766503,720575940615309009,137450
720575941491786727,720575940617997241,536444
720575941491651020,720575940637054554,573061
720575941491575500,720575940630907434,521358
720575941654617817,720575940620682934,544736
720575941612074925,720575940610036834,514314
720575941612082150,720575940631542732,12943
720575941730533675,720575940604831264,118996
720575941730684971,720575940620020694,521812
720575941391687062,720575940619872238,44800
720575941391770116,720575940628884486,20036
720575941391786646,720575940622784380,58671
720575941391928580,720575940619565648,391902
720575941391932310,720575940616180881,518760
720575941727167531,720575940623057642,184586
720575941730092331,720575940637369909,26443
720575941730116395,720575940635678942,518779
720575941730458155,720575940611282611,99884
720575941608305261,720575940622999688,12702
720575941612107181,720575940629620779,72634
720575941612125030,720575940634140011,23265
720575941608026733,720575940616965460,67556
720575941607857005,720575940621820540,514009
720575941654891481,720575940628420264,12534
720575941654926297,720575940630602579,76047
720575941491823308,720575940619309632,22883
720575941491857127,720575940606739634,32463
720575941491761895,720575940638637501,11846
720575941491763687,720575940626826005,364416375
720575941606876269,720575940633220492,166169
720575941606929261,720575940652083190,13411
720575941607869293,720575940624397582,29676
720575941607695725,720575940633164940,95205
720575941392113156,720575940626069962,39320
720575941392131844,720575940629837628,262241
720575941392160004,720575940623526985,50850
720575941392184068,720575940628356102,13219
720575941392233622,720575940629729787,49908
720575941391953156,720575940616356281,217300
720575941391958020,720575940629543644,245617
720575941391964932,720575940637844157,812109902
720575941607813485,720575940635399160,220145
720575941607564909,720575940629792060,12422
720575941491986919,720575940630352635,514338
720575941491992807,720575940647228468,10056
720575941491928295,720575940624905223,12584
720575941491935719,720575940623988971,182763658
720575941491943534,720575940638398773,173226
720575941491949543,720575940639410291,23846
720575941491807463,720575940637126007,521197
720575941607242605,720575940623009416,123585
720575941723904058,720575940619210968,126095791
720575941612144230,720575940650455286,28357
720575941612177837,720575940641791989,15021
720575941612182445,720575940617629387,89549
720575941612189542,720575940604268972,531350
720575941612195501,720575940614384757,13508
720575941612199270,720575940622082913,519988
720575941606873197,720575940628933419,152997
720575941607119725,720575940615671106,11127
720575941606358893,720575940643259684,37803
720575941606392685,720575940632081439,827600769
720575941606494573,720575940621146956,43867
720575941392351748,720575940626384200,13132
720575941392390916,720575940621405972,58090
720575941392392196,720575940609787256,555301
720575941606505069,720575940618545940,54606
720575941606542701,720575940614181585,261604
720575941606752365,720575940622771082,62660
720575941606801517,720575940627586091,624308414
720575941491965415,720575940641276045,14697
720575941490904012,720575940634451311,58493
720575941490923212,720575940636802270,20947
720575941490835175,720575940630906179,78483
720575941491972327,720575940624651189,13065
720575941605158078,720575940605115337,15251
720575941606816365,720575940636487598,141663
720575941605685613,720575940615893249,39745
720575941605837677,720575940617553880,48645
720575941605846381,720575940622667155,62764
720575941392665238,720575940631468831,435333
720575941392676758,720575940625073154,229434
720575941392524438,720575940615682246,157767
720575941392577284,720575940632725708,14644
720575941606045293,720575940615954838,48923
720575941606048877,720575940658529665,97483
720575941606126957,720575940654453153,517684
720575941612219366,720575940625415452,22259
720575941612228454,720575940633190847,10904
720575941606990701,720575940620953254,70482
720575941490805193,720575940625641196,37863
720575941654505689,720575940617232477,242173
720575941491994343,720575940632192676,520580
720575941492002023,720575940626577490,54031
720575941492007197,720575940615123250,60450
720575941612229037,720575940611639978,25707
720575941605523902,720575940627582724,12620
720575941605660269,720575940628120402,515232
720575941392755094,720575940616095517,59932
720575941392768004,720575940635114347,321054
720575941392812548,720575940627732361,515575
720575941605176254,720575940637079407,10669
720575941605187262,720575940618366843,520034
720575941605134014,720575940621703373,11032
720575941605098174,720575940609447179,25166
720575941604773566,720575940630773778,323027797
720575941604918718,720575940617864961,12969
720575941604957630,720575940624763678,519281
720575941604962238,720575940627743577,521405
720575941612239206,720575940624387401,524975
720575941612263270,720575940618458900,187771
720575941612271974,720575940617882397,17168
720575941490797769,720575940621804364,159036
720575941490799157,720575940618936710,12134
720575941490801865,720575940617822301,42040
720575941612298726,720575940627265043,177549
720575941612301158,720575940607736521,24027
720575941612274150,720575940623147959,922369
720575941604577726,720575940623543309,51016
720575941604585662,720575940628467830,17333
720575941604636862,720575940620715789,259341
720575941392873476,720575940633813309,165795
720575941392874902,720575940613991731,43457
720575941605048510,720575940633353568,244034
720575941605071294,720575940623902471,15005
720575941490786023,720575940629162870,160284
720575941492375216,720575940627277950,208200
720575941492178407,720575940622198664,150992197
720575941492178663,720575940606922674,415235681
720575941492039143,720575940628360970,523551
720575941492045031,720575940631728175,33059
720575941492061415,720575940622560094,18718
720575941604236222,720575940632741728,41339
720575941604241398,720575940608341806,33296
720575941393196950,720575940611102437,53514
720575941392923798,720575940635745855,920382
720575941392950532,720575940634952299,22256
720575941392954884,720575940640536408,12854
720575941604194750,720575940631461451,519875
720575941604205558,720575940631383400,519413
720575941604214518,720575940618682526,163395
720575941393072790,720575940615966749,516910
720575941393181846,720575940625737859,56264
720575941393183382,720575940610630553,100284
720575941393195012,720575940629521914,65932
720575941604169662,720575940626016017,418840426
720575941604179646,720575940628081393,81935
720575941604116158,720575940615230175,383609
720575941604127478,720575940628844048,165295
720575941492328167,720575940608188427,10221
720575941492362928,720575940626202237,204564
720575941490765621,720575940633685459,11225
720575941603967673,720575940634552462,25829
720575941604127678,720575940621308540,346129
720575941604146878,720575940620382324,794490506
720575941604147134,720575940615656498,182225468
720575941604083702,720575940633617356,55845
720575941604088505,720575940614311135,30623
720575941393617302,720575940653367030,104132
720575941393621910,720575940627279674,15449
720575941393623958,720575940636651512,529604
720575941393242628,720575940633228103,10068
720575941604096502,720575940639368782,226132
720575941604103158,720575940630165463,555803
720575941393333654,720575940625549128,237046948
720575941603744697,720575940618663838,11063
720575941603763390,720575940654171809,48297
720575941603621878,720575940604524465,219374
720575941603633398,720575940630662737,171201
720575941604111862,720575940659331713,112909
720575941393684886,720575940632530387,11101
720575941393686934,720575940611617838,14287
720575941393503638,720575940622213853,53345
720575941604000697,720575940630759485,343840
720575941604008694,720575940617720221,205314
720575941604014070,720575940625690256,56277
720575941603897529,720575940636837086,83265
720575941603918009,720575940624468557,101055
720575941490714933,720575940636242153,41846
720575941492697264,720575940621561697,519268
720575941492759984,720575940651272950,60490
720575941492506544,720575940643398180,90296
720575941492508848,720575940636309093,63391
720575941492585854,720575940643567652,535488
720575941393630102,720575940638646480,519290
720575941612321382,720575940637101413,19960
720575941612329133,720575940631983277,20231
720575941603785913,720575940628441862,11424
720575941603791350,720575940620622708,14154
720575941603801790,720575940625879890,48230
720575941603835638,720575940606514889,70867
720575941603720377,720575940625513360,15833
720575941603720633,720575940633771745,13348
720575941603740350,720575940622299606,74566
720575941394119830,720575940641148149,506334
720575941394131094,720575940605300140,11676
720575941603640310,720575940626553596,18127
720575941603469241,720575940615648315,32749
720575941603484350,720575940631373869,25242
720575941603522294,720575940615501529,95947
720575941603556086,720575940611388141,523874
720575941654344665,720575940621163277,515124
720575941654383577,720575940616578165,118194
720575941490795751,720575940633422490,127290
720575941490707253,720575940643863496,11145
720575941490712885,720575940607575051,22102
720575941603329214,720575940615581964,62766
720575941603354297,720575940621962219,33913
720575941603385017,720575940629004158,840000381
720575941399042851,720575940614014895,14249
720575941723350074,720575940604418988,11449
720575941723362106,720575940628238023,514053
720575941603304950,720575940630552151,885642755
720575941603310521,720575940635152153,24122
720575941603119294,720575940628991504,28497
720575941723425082,720575940634464864,37552
720575941612353811,720575940616752155,39798
720575941603177462,720575940637080154,159834
720575941603197886,720575940624708169,112688
720575941603200246,720575940625485949,29553
720575941603224505,720575940623737831,59586
720575941399612700,720575940645009444,49966
720575941399983395,720575940626611026,54372
720575941395464289,720575940637526845,39871
720575941603246526,720575940633394783,52596
720575941603056318,720575940625818501,47504
720575941603063225,720575940614942610,522984
720575941603110134,720575940619682368,555796
720575941602915257,720575940618432054,249245
720575941603569398,720575940627752443,513817019
720575941603607481,720575940622859021,13165
720575941602869694,720575940625951774,80129
720575941602875577,720575940630251576,99391
720575941602284278,720575940659856001,160606
720575941602295225,720575940614582946,22847
720575941602924985,720575940631217782,191144
720575941603004406,720575940623679495,51354
720575941603036601,720575940623707575,14158
720575941400285475,720575940605658033,12485
720575941400290851,720575940631299855,514489
720575941400457251,720575940628656683,140866
720575941399380515,720575940614588778,22474
720575941399501091,720575940638818126,12978
720575941399526435,720575940632993336,91939
720575941612340909,720575940622786317,29158
720575941612349542,720575940621926536,383372
720575941493021104,720575940632379071,31059
720575941493043632,720575940618451285,181175800
720575941493043888,720575940626833926,102317176
720575941492822142,720575940612037073,26769
720575941612398044,720575940636430437,136240
720575941612435814,720575940622061150,10722
720575941400930851,720575940640883363,31167
720575941400948515,720575940634365620,289691
720575941400086051,720575940631312428,23497
720575941400228643,720575940623804560,28134
720575941602703350,720575940627692677,60028
720575941602854841,720575940618594117,15821
720575941723316282,720575940613110703,87927
720575941400838179,720575940630011708,74110
720575941602323446,720575940610202069,47041
720575941602323897,720575940627432680,10924
720575941602349302,720575940613099938,57682
720575941602461686,720575940625216202,20240
720575941602479862,720575940626566931,25479
720575941602482422,720575940616702262,63629
720575941602013430,720575940633165337,98029
720575941602066678,720575940614586349,33796
720575941602078137,720575940622480372,47110
720575941654178004,720575940620459284,37305
720575941654192852,720575940640305115,22286
720575941490732341,720575940631631564,15942
720575941493082800,720575940640027637,158617
720575941493209982,720575940609762094,96134
720575941600878377,720575940620534768,12801
720575941602114494,720575940651932150,564865
720575941602122169,720575940623848206,40829
720575941401079843,720575940621611302,28839
720575941401227299,720575940622440486,515653
720575941602182585,720575940631816143,127269
720575941602236345,720575940624384037,37050
720575941612436444,720575940617063325,692859019
720575941601587702,720575940626531177,520364
720575941723220282,720575940617873201,178516
720575941723283770,720575940620664000,55532
720575941493431166,720575940614639015,58216
720575941493450987,720575940621307230,512833
720575941654139609,720575940613781983,281132698
720575941654166996,720575940638428998,107945
720575941601655481,720575940660914561,19467
720575941601731769,720575940614348438,14271
720575941601965814,720575940623116582,112745
720575941601983990,720575940633697983,107303
720575941601988854,720575940635960183,46963
720575941401286179,720575940620217782,137984
720575941401416483,720575940612201586,49314
720575941601287465,720575940625711152,58637
720575941601297705,720575940620749807,13366
720575941600820521,720575940607439964,17650
720575941401901347,720575940626672158,134130
720575941401905955,720575940634331036,40766
720575941401508131,720575940618213103,66685
720575941401579555,720575940631089256,91360
720575941401613091,720575940632401804,38360
720575941493513904,720575940642729376,89472
720575941490669109,720575940625962172,21849
720575941490679497,720575940622728728,16118
720575941493249968,720575940612258513,30908
720575941493282992,720575940615070837,240648
720575941493382064,720575940625500395,159589
720575941600683049,720575940632160716,56521
720575941402006819,720575940631668793,154070
720575941401753635,720575940612698287,217430
720575941401766435,720575940644494752,10800
720575941401786403,720575940605009097,17019
720575941401814307,720575940611813842,10301
720575941401861923,720575940631772367,29843
720575941600822825,720575940629712322,23615
720575941600729897,720575940613668266,13521
720575941600740137,720575940637604736,26379
720575941600766249,720575940608603657,60292
720575941600774185,720575940613865110,22066
720575941600797993,720575940627683588,11915
720575941600809001,720575940619876267,27722
720575941600594729,720575940629046377,19122
720575941600619049,720575940635786217,49335
720575941612489133,720575940631097159,530374
720575941612499676,720575940625342648,531701
720575941612529939,720575940615966918,26956
720575941402073635,720575940638200910,29660
720575941402084643,720575940618263365,12755
720575941401962787,720575940631282194,12249
720575941600662825,720575940637515182,13067
720575941490639561,720575940625260837,327352
720575941490643916,720575940615875933,54220
720575941493551280,720575940625666964,38272
720575941493468286,720575940637823578,52774
720575941493493630,720575940636229342,21220
720575941600474921,720575940624175615,22014
720575941402207779,720575940628031249,10181
720575941402062115,720575940630095045,14850
720575941402069283,720575940634113687,17717
720575941599597609,720575940617398502,538117
720575941600629289,720575940622951687,512422
720575941600158505,720575940620282758,52402
720575941600161833,720575940628584954,27682
720575941600174633,720575940629752204,158715
720575941723122490,720575940611385806,519461
720575941402410352,720575940619611782,56826
720575941402440995,720575940617219933,553895
720575941600047145,720575940633272147,525046
720575941599692073,720575940625822809,69272
720575941493700272,720575940635425893,208587231
720575941493751166,720575940633803877,90354
720575941612593939,720575940627872335,60137
720575941599718697,720575940616865058,69493
720575941403058800,720575940637250661,30017
720575941403059056,720575940651404278,29865
720575941403071088,720575940623255369,86507
720575941403107952,720575940634821733,57192
720575941403315312,720575940618627669,109846
720575941403362672,720575940624742414,218583
720575941722836282,720575940642051232,170139
720575941722957626,720575940622732010,11153
720575941723020090,720575940621077253,535965
720575941490595017,720575940611837938,359031
720575941653974545,720575940629928062,536433
720575941654035473,720575940621596587,15683
720575941654105049,720575940625532689,70235
720575941493682864,720575940632298669,14171
720575941403983472,720575940630620812,81143
720575941402863216,720575940607193986,522704
720575941403052912,720575940612627106,34984
720575941599656745,720575940624335909,46874
720575941599661097,720575940614712115,41166
720575941612542684,720575940632714465,530781
720575941612569261,720575940653330678,11165
720575941612575917,720575940614110866,232340
720575941404201072,720575940625133770,20717
720575941404249200,720575940628993900,143937
720575941612612966,720575940629488902,10226
720575941599148736,720575940625048638,43248
720575941599156672,720575940631509110,71195
720575941599284160,720575940620696280,15516
720575941599083456,720575940624202032,50310
720575941599083968,720575940632842707,146668
720575941493784263,720575940625313881,62064
720575941493816752,720575940625136228,120657549
720575941490577205,720575940631804703,62313
720575941490578485,720575940612063602,518707
720575941490585548,720575940633386603,50933
720575941490590924,720575940628883535,12175
720575941599029184,720575940623929540,24485
720575941599106857,720575940640856205,51080
720575941599139264,720575940626520402,420561
720575941599034560,720575940627368723,11491
720575941599042089,720575940640425806,27000
720575941722774074,720575940626916936,21721
720575941404699504,720575940620496555,50515
720575941404711792,720575940614236200,520485
720575941404748144,720575940624484796,946718
720575941404054896,720575940623708135,423778
720575941599053248,720575940620360557,10934
720575941404117104,720575940629155450,51678
720575941404154992,720575940640645621,31863
720575941612646502,720575940629244359,512745
720575941612747740,720575940640044752,65207
720575941598828841,720575940623746023,31202
720575941598868009,720575940614923314,48333
720575941599054272,720575940607301131,514647
720575941599065536,720575940604630560,26334
720575941599068864,720575940613655483,22787
720575941599070144,720575940638978749,18703
720575941599076905,720575940627895056,49593
720575941598964928,720575940617796642,15232
720575941598975424,720575940637323071,519982
720575941598982185,720575940626729349,32828
720575941404842352,720575940622135718,81431
720575941404847984,720575940610734449,18631
720575941722622778,720575940625040053,43216
720575941598989504,720575940611203733,147358
720575941655042777,720575940621298523,513767
720575941655069401,720575940623959477,26545
720575941490521292,720575940614430102,134922
720575941494003070,720575940620783180,26393
720575941599032512,720575940629928439,15244
720575941598913577,720575940637379517,33713
720575941598932416,720575940607988745,35217
720575941404906096,720575940636358719,30142
720575941404813680,720575940621700789,30827
720575941404821104,720575940644521764,53200
720575941404826480,720575940607721685,64541
720575941598950556,720575940619757366,11475
720575941598961600,720575940609941515,31116
720575941598964416,720575940628695056,12985
720575941405094000,720575940617888788,64186
720575941405178992,720575940628344074,564193
720575941404873328,720575940633357651,87620
720575941404874352,720575940626557442,14157
720575941598798016,720575940622844810,147996
720575941598800576,720575940613081250,520895
720575941494206846,720575940627085578,228917
720575941494214782,720575940611848874,112404
720575941493947006,720575940615108714,810937
720575941654968532,720575940626721835,11503
720575941654982100,720575940626891151,21356
720575941654987220,720575940620477556,285620
720575941612821267,720575940629941900,139973
720575941405217136,720575940634530155,205907
720575941405232752,720575940635183502,115315
720575941612830361,720575940615183755,27618
720575941612855827,720575940637670982,33353
720575941598622876,720575940619506415,24794
720575941598707612,720575940620321728,11268
720575941598728896,720575940607484939,46267
720575941598570537,720575940629938487,17531
720575941598579868,720575940637293146,14737
720575941598899392,720575940631797315,26532
720575941598907072,720575940616286175,525960
720575941404981360,720575940628398202,33007
720575941490576693,720575940626701886,60723
720575941490473269,720575940636523109,28037
720575941653938905,720575940632745261,95861
720575941598597532,720575940631109187,16654
720575941598598812,720575940627410944,11275
720575941598604073,720575940624285261,96149
720575941598613952,720575940623482748,142436
720575941406320175,720575940613829388,55868
720575941722293050,720575940634662810,296982
720575941722317626,720575940624266061,517257
720575941598547648,720575940615925298,41071
720575941598467996,720575940611982997,45681
720575941598468137,720575940628454202,515757
720575941406224046,720575940629633150,72141
720575941598469276,720575940629543409,12299
720575941598492457,720575940622347784,224753
720575941598523036,720575940630608236,16562
720575941598460828,720575940632620845,19237
720575941598257564,720575940625821758,190294
720575941494295422,720575940641660813,16266
720575941494295934,720575940622883853,48566
720575941494312391,720575940623844280,65900
720575941494347463,720575940635395679,36405
720575941494426494,720575940624193279,14533
720575941490535600,720575940639919824,19570
720575941490558261,720575940633011256,521624
720575941598325148,720575940630829563,40700
720575941406912430,720575940611050649,25386
720575941406525102,720575940612946686,37805
720575941406581934,720575940612770418,66812
720575941598415657,720575940637943630,82845
720575941598177065,720575940624988304,146190
720575941598226624,720575940616325405,152053
720575941406606127,720575940625267386,64432
720575941406692399,720575940636795620,33897
720575941405938735,720575940630199963,513284
720575941406036527,720575940622406260,87630
720575941406137135,720575940638832512,39813
720575941406195886,720575940630785084,45165
720575941598243776,720575940622559882,168653
720575941407215151,720575940618090457,49499
720575941407306543,720575940618857325,61993
720575941407320238,720575940609832910,31261
720575941406724526,720575940638976233,32061
720575941406848430,720575940622569619,49801
720575941597993513,720575940627677514,88538
720575941597994688,720575940615606489,135099
720575941598026944,720575940622076952,116783
720575941598148032,720575940604543968,22807
720575941612887315,720575940628465452,47671
720575941612891100,720575940642898376,518440
720575941598281372,720575940618625671,18970
720575941598304704,720575940605318880,30656
720575941598314025,720575940631291106,105206
720575941407648174,720575940638953843,43487
720575941722109754,720575940630642380,109477
720575941722271034,720575940621583367,229545
720575941722291770,720575940628891774,943302
720575941597954972,720575940618312606,111787
720575941597959324,720575940616042681,103072
720575941597762752,720575940636760292,512329
720575941597912000,720575940604675430,132980
720575941597531804,720575940629908540,54917
720575941597547676,720575940622348725,18625
